id, name, date, time, page, OS name, OS version, browser name, browser version, duration, network, http Request, http response, build DOM, render, total resources, total resources size, total resources duration
0,Amazon Home,2022-09-04,22:52:24,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,3653.0,0.0,0.0,959.0000000000001,866.9999999999999,1827.0,300,0,256321.0
0,Amazon Home,2022-09-04,23:30:49,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,3736.0,0.0,0.0,949.0000000000001,2787.0,0.0,224,0,170691.0
0,Amazon Home,2022-09-04,23:38:54,https://www.amazon.com/,WINDOWS,10,Firefox,104,1054.0,29.0,46.0,54.0,854.0,71.0,9,43415,1630.0
0,Amazon Home,2022-09-04,23:39:02,https://www.amazon.com/,WINDOWS,7,Chrome,105,5673.300000000745,78.5,66.69999999925494,374.09999999962747,2001.4000000003725,3148.300000000745,300,3563793,213655.90000001155
0,Amazon Home,2022-09-04,23:39:09,https://www.amazon.com/,ANDROID,12,Chrome,Empty,2965.899999976158,94.60000002384186,79.5,273.19999998807907,673.3000000119209,1843.7999999523163,121,5245921,7752.700000286102
0,Amazon Home,2022-09-04,23:39:20,https://www.amazon.com/,WINDOWS,10,Chrome,105,11466.5,39.0,76.0,280.70000000001164,7986.699999999953,3025.600000000035,300,4950881,234817.79999999993
0,Amazon Home,2022-09-04,23:39:20,https://www.amazon.com/,WINDOWS,10,Edge,105,9023.699999999953,431.30000000004657,126.5,357.5,4354.699999999953,3732.8000000000466,300,4893145,212422.50000000116
0,Amazon Home,2022-09-04,23:40:25,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,3692.0,0.0,0.0,784.0,2908.0,0.0,285,0,474895.0
0,Amazon Home,2022-09-06,17:50:10,https://www.amazon.com/,WINDOWS,7,Chrome,105,5772.5,234.1000000089407,141.79999999701977,180.6000000089407,2900.7999999970198,2311.8999999910593,300,3492469,186070.39999997616
0,Amazon Home,2022-09-06,17:50:14,https://www.amazon.com/,ANDROID,12,Chrome,Empty,1873.6000000014901,34.19999999552965,83.30000000447035,255.0,1209.0999999940395,291.40000000596046,130,1280793,7376.400000028312
0,Amazon Home,2022-09-06,17:50:24,https://www.amazon.com/,WINDOWS,10,Edge,105,7239.20000000007,457.9000000000233,72.0,350.5,3825.6999999999534,2470.20000000007,300,2988926,226844.2000000002
0,Amazon Home,2022-09-06,17:50:52,https://www.amazon.com/,WINDOWS,10,Chrome,105,11780.900000000023,81.79999999993015,56.800000000046566,223.40000000002328,7520.79999999993,3838.600000000093,300,3603981,220115.5000000007
0,Amazon Home,2022-09-06,17:52:13,https://www.amazon.com/,WINDOWS,10,Firefox,104,7828.0,448.0,133.0,148.0,3031.0,4067.0,9,42104,8621.0
0,Amazon Home,2022-09-06,17:52:23,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,6849.0,0.0,0.0,563.0,1260.0,5026.0,300,0,396927.0
0,Amazon Home,2022-09-06,18:10:50,https://www.amazon.com/,ANDROID,9,Chrome,Empty,2359.6000003814697,59.90000057220459,86.5,282.8999996185303,1517.6000003814697,410.0,131,1280905,9549.699989318848
0,Amazon Home,2022-09-06,18:20:02,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,3248.0,0.0,0.0,1127.0,2049.0,72.0,300,0,187427.0
0,Amazon Home,2022-09-06,18:46:28,https://www.amazon.com/,ANDROID,12,Chrome,Empty,2111.399999999907,135.39999999990687,79.0,240.3000000002794,510.79999999981374,1145.6000000000931,111,1249899,6126.299999998882
0,Amazon Home,2022-09-06,18:46:29,https://www.amazon.com/,WINDOWS,10,Firefox,104,1455.0,124.0,39.0,96.0,767.0,426.0,9,36586,803.0
0,Amazon Home,2022-09-06,18:46:31,https://www.amazon.com/,WINDOWS,7,Chrome,105,6121.5,150.09999999997672,60.79999999998836,354.0,2778.100000000035,2777.7000000000116,300,3468959,216435.00000000035
0,Amazon Home,2022-09-06,18:47:42,https://www.amazon.com/,WINDOWS,10,Chrome,105,19396.899999999965,707.0,619.3000000000466,137.69999999995343,11850.0,5900.0,300,2488398,343327.80000000005
0,Amazon Home,2022-09-06,18:48:05,https://www.amazon.com/,WINDOWS,10,Edge,105,25305.29999999999,1219.5999999999767,112.40000000002328,309.5999999999767,15600.5,7614.200000000012,300,2494526,817217.1999999998
0,Amazon Home,2022-09-06,18:48:37,https://www.amazon.com/,IOS,15.6.1,Safari,Empty,7423.0,0.0,0.0,946.0000000000001,913.9999999999999,5563.0,300,0,487695.0
