id, name, date, time, page, OS name, OS version, browser name, browser version, duration, network, http Request, http response, build DOM, render, total resources, total resources size, total resources duration
0,Quality DevOPS Book,2022-08-15,13:44:45,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=1LD0QAUFCVCVD&keywords=the+digital+quality+handbook&qid=1660551275&sprefix=the+digital+qulity+ha%2Caps%2C666&sr=8-1,WINDOWS,10,Chrome,104,5336.200000000186,1.9000000001396984,218.69999999995343,1992.5,1710.8000000000466,1400.8000000000466,210,2695123,24728.50000000326
0,Quality DevOPS Book,2022-08-15,21:12:07,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2L0SPXTPKLDDS&keywords=the+digital+quality+handbook&qid=1660578118&sprefix=the+digital+qulity+handbook%2Caps%2C564&sr=8-1,WINDOWS,10,Chrome,104,3736.5999999998603,4.5,240.80000000004657,1734.3000000000466,607.6000000000931,1129.2999999998137,187,2487814,16724.200000000652
0,Quality DevOPS Book,2022-08-16,11:54:21,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2V4ZGODBQIO7Y&keywords=the+digital+quality+handbook&qid=1660631053&sprefix=the+digital+qulity+handbook%2Caps%2C501&sr=8-1,WINDOWS,10,Chrome,104,3514.4000000001397,2.0,213.80000000004657,1866.0999999998603,507.5,909.9000000001397,182,2263490,16244.99999999837
0,Quality DevOPS Book,2022-08-16,19:45:41,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2F3ESTBNC39GN&keywords=the+digital+quality+handbook&qid=1660659333&sprefix=the+digital+qulity+handbook%2Caps%2C560&sr=8-1,WINDOWS,10,Chrome,104,3891.1999999999534,3.800000000046566,254.5,1765.5,797.0,1055.3999999999069,152,2162157,18579.799999999814
0,Quality DevOPS Book,2022-08-16,19:56:48,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2C6J208WVY6Y3&keywords=the+digital+quality+handbook&qid=1660660001&sprefix=the+digital+qulity+handbook%2Caps%2C531&sr=8-1,WINDOWS,10,Edge,104,3388.9000000001397,5.699999999953434,533.5,1558.0999999998603,248.70000000018626,1039.5,156,2241276,14604.500000001863
0,Quality DevOPS Book,2022-08-16,19:57:05,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=3GF3IEUZUTAJR&keywords=the+digital+quality+handbook&qid=1660660017&sprefix=the+digital+qulity+handbook%2Caps%2C480&sr=8-1,WINDOWS,10,Chrome,104,4409.70000000007,1.8000000000465661,224.09999999997672,2140.9000000000233,662.6999999999534,1372.7000000000698,186,2477300,18219.90000000072
0,Quality DevOPS Book,2022-08-16,20:00:07,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=2CD00PCZX9G0Y&keywords=the+digital+quality+handbook&qid=1660660193&sprefix=the+digital+qulity+handbook%2Caps%2C492&sr=8-1,WINDOWS,10,Chrome,104,4524.5,2.199999999953434,243.30000000004657,1850.1999999999534,831.5,1584.0,213,2695767,80412.50000000047
0,Quality DevOPS Book,2022-08-16,20:00:59,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=EDNAMAUBX205&keywords=the+digital+quality+handbook&qid=1660660249&sprefix=the+digital+qulity+handbook%2Caps%2C663&sr=8-1,WINDOWS,10,Edge,104,4433.399999999907,5.5,240.89999999990687,1994.7000000001863,717.5999999998603,1452.8000000000466,183,2256690,26051.800000000047
0,Quality DevOPS Book,2022-09-02,12:09:47,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=U8ABKIGDQ7BD&keywords=the+digital+quality+handbook&qid=1662100779&sprefix=the+digital+qulity+handbook%2Caps%2C524&sr=8-1,WINDOWS,10,Chrome,105,4064.0,2.3999999999068677,223.79999999981374,2033.2000000001863,830.7999999998137,960.9000000003725,175,2139273,23399.499999996275
0,Quality DevOPS Book,2022-09-02,12:09:54,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=1MIK57DZOEDC3&keywords=the+digital+quality+handbook&qid=1662100786&sprefix=the+digital+qulity+handbook%2Caps%2C508&sr=8-1,WINDOWS,10,Edge,104,3431.2000000001863,4.300000000279397,202.39999999990687,1760.3999999999069,531.3000000002794,903.2999999998137,184,2265844,18010.60000000242
0,Quality DevOPS Book,2022-09-04,22:53:14,https://www.amazon.com/Digital-Quality-Handbook-Achieving-Continuous/dp/0692885994/ref=sr_1_1?crid=31W85073BAR99&keywords=The+Digital+Quality+Handbook&qid=1662312170&sprefix=the+digital+quality+handbook%2Caps%2C623&sr=8-1,IOS,15.6.1,Safari,Empty,4847.0,4.0,218.0,1971.0,989.0000000000005,1663.9999999999995,196,0,33043.0
